drug_id	smiles
drug_10819	CC(=C)C1CCC(=CC1)CO
drug_3081634	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C(C)(C)OC4=CC=C(C=C4)C5CCCC6=CC=CC=C56)O
drug_6473767	CC(=C)[C@@H]1[C@@H]2[C@@H]3[C@@]4([C@]([C@H]1C(=O)O2)(C[C@@H]5[C@]4(O5)C(=O)O3)O)C.C[C@@]12[C@H]3[C@H]4[C@H]([C@@H]([C@@]1(C[C@@H]5[C@]2(O5)C(=O)O3)O)C(=O)O4)C(C)(C)O
drug_80277	C1=CC(=C(C=C1Cl)Cl)C(CN2C=NC=N2)COC(C(F)F)(F)F
drug_2365	C1COC1=O
drug_151193	C1=CC=C2C(=C1)C(=NN=C2NC3=CC=C(C=C3)Cl)CC4=CC=NC=C4.C(CC(=O)O)C(=O)O
drug_3062	CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CC(C7(C6(CCC7C8=CC(=O)OC8)O)C)O)C)C)C)O)O
drug_487	CC(C(=O)O)C(=O)O
drug_132836	CCCCCC(C1=CC=C(C=C1)[C@H]2CCC(=O)[C@@H]2CCCCCCC(=O)O)O
drug_118984471	CC1=CC(=C(C=C1)C(=O)OCC2=CC=C(C=C2)[C@@H](CN)C(=O)NC3=CC4=C(C=C3)C=NC=C4)C.CC(C)OC(=O)CCC/C=C\C[C@H]1[C@H](C[C@H]([C@@H]1CC[C@H](CCC2=CC=CC=C2)O)O)O
drug_5311365	C[C@H]1[C@@H](C[C@@]2(C([C@H]([C@H](O2)[C@H](C[C@@H]([C@H](C)[C@@H]([C@H](C)/C=C(\C)/C(=C/C=C/C(=C\C#N)/C)/C)O)O)OC)OP(=O)(O)O)(C)C)O[C@H]1C/C=C/C3=COC(=N3)[C@@H](C)CCNC(=O)[C@H]([C@H]([C@H](COC)N(C)C)O)O)O
drug_6918474	C1=CC=C(C(=C1)[C@@H](COC(=O)N)O)Cl
drug_107744	C(COP(=O)(N)N(CCCl)CCCl)C=O
drug_9260	C1=CN=CN=C1
drug_6442272	C/C=C(\C=C(/C)\C=C\CC/C=C(\C)/C(=O)[C@@]12[C@@H](O1)C(NC2=O)(C)O)/C(=O)OC
drug_444008	C[C@@H]1CC2=C(CCC(=O)C2)[C@@H]3[C@@H]1[C@@H]4CC[C@]([C@]4(CC3)C)(C#C)O
drug_16130959	CC[C@H](C)[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N([C@@H](CC(C)C)C(=O)OS(=O)(=O)O)C(=O)[C@H](CC2=CC=C(C=C2)O)N)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC3=CC=CC=C3)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CC(=O)N)N
drug_14846	CC(CO)OC
drug_219023	CC[C@]1(CC(=O)OCC2=C1C=C3C4=C(CN3C2=O)C=C5C=C(C(=CC5=N4)F)F)O
drug_64142	CC1=C(C=CC=C1O)C(=O)N[C@@H](CSC2=CC=CC=C2)[C@@H](CN3C[C@H]4CCCC[C@H]4C[C@H]3C(=O)NC(C)(C)C)O.CS(=O)(=O)O
drug_116545	C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=C(C=C2Cl)O)Cl
drug_5282263	CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@@H]([C@H]1C/C=C\CCCC(=O)O)O)O)O
drug_10253	C1=CC=C(C(=C1)C(=O)NCC(=O)O)O
drug_10220256	COC1=CC(=O)O[C@H](C1)CCC2=CC=CC=C2
drug_637541	C1=CC(=CC(=C1)O)/C=C/C(=O)O
drug_2102	C1=CC(=CC=C1C=C(C#N)C(=O)O)O
drug_2628	CC1=C(SC(=N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O)CC(=O)O
drug_6302	CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
drug_60613	C1=CN(C(=O)N=C1N)C[C@@H](CO)OCP(=O)(O)O
drug_6442224	CCOC(=O)CN(CC=C)C(=O)/C(=C/C1=CC=C(C=C1)C(=O)OC2=CC=C(C=C2)C(=N)N)/C.CS(=O)(=O)O
drug_10097175	CC[C@H](C)[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(=O)O)C(=O)CF)N
drug_37392	CCCCN(CCCC)CCC(C1=C2C=CC(=CC2=C3C=C(C=C(C3=C1)Cl)Cl)C(F)(F)F)O.Cl
drug_6918487	C1CC[C@@H]2[C@@H](C1)NCCN[C@@H]3CCCC[C@H]3NCC4=CC=CC(=N4)CN2.Cl[Mn]Cl
drug_641818	COC1=CC=C(C=C1)C(=O)/C=C/C2=CC=CC=C2
drug_40589	CCC1=NN(C(=O)N1CC)CCCN2CCN(CC2)C3=CC(=CC=C3)Cl
drug_5388962	CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O
drug_412	C1CC(NC1)C2=CN=CC=C2
drug_5281693	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O[C@H]5[C@@H]([C@@H]([C@H]([C@@H](O5)C)O)O)O)C6=CC=C(C=C6)O)O)O)O)O)O)O
drug_369976	CC(=CC[C@@H]1[C@@](O1)(C)[C@H]2[C@@H]([C@@H](CC[C@]23CO3)OC(=O)NC(=O)CCl)OC)C
drug_34875	CC[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C.[Br-]
drug_9808998	C1=CC2=C(C=C1O)NC3=C4C(=C5C(=C23)C(=O)N(C5=O)NC(CO)CO)C6=C(N4[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)C=C(C=C6)O
drug_9803245	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CC[C@@H]4[C@@]3(CC5=CN6C7=CC=CC=C7N=C6N=C5C4)C
drug_15233656	CC[C@H]1C(=O)N2C[C@H]([C@H]([C@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](CC(=O)N1)C3=CC=CC=C3)CO)[C@H](C)O)Cl)Cl
drug_16086891	C1CCC(CC1)NC(=O)C2=CN(C3=C(C2=O)C=CC(=C3)Cl)CCN4CCOCC4
drug_3971	C1CN(CCN1)C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC=C4
drug_10053416	C[C@H]1C[C@H](CC(=O)O[C@H](C/C(=C/C=C\C(=O)O[C@@H](CC2=NC1=CS2)/C=C(\C)/C=C/C(=C/CN(C)C)/C)/C)C)N
drug_9872438	CC(C)C1=C2C(=CC(=C1)OC)S(=O)(=O)N(C2=O)COC3=CC(=O)N4C=CC=C(C4=N3)OCCN5CCCCC5
drug_3151	C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O
drug_12443	C12=C(C(=C(C(=C1Br)Br)Br)Br)C(=O)OC2=O
drug_17517	CC(C)C1=CC=CC=C1OC(=O)NC
drug_178036	C1=CC(=CC=C1C[C@H]([C@@H](C2=CC=C(C=C2)C#N)N3C=NC=N3)O)F
drug_3248571	CN1CCN(CC1)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)I)OC
drug_16043	CC(C)(C)C1=C(C=CC(=C1)O)O
drug_6249	CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)C
drug_10044	CC(C)C(C)(C)C
drug_6918649	COC1=C(C=C(C=C1)S(=O)(=O)NC2=C(C(=CC(=C2)Cl)Cl)OC)N3CCNCC3
drug_4055	CC1=CC(=O)C2=CC=CC=C2C1=O
drug_21786582	CCN(C)CCC1=CNC2=C1C(=CC=C2)O
drug_90472060	CC[C@H](C)[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)N)C(=O)NCC(=O)NCC(=O)N3CCC[C@H]3C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](C)C(=O)N4CCC[C@H]4C(=O)N5CCC[C@H]5C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N)NC(=O)[C@H](CC6=CC=CC=C6)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC7=CC=CC=C7)NC(=O)[C@H]([C@@H](C)O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@H](CC8=CNC=N8)N
drug_9917765	CC1=C(C(=C(C(=C1O)OC)OC)O)CCCCCCCCCC[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4
drug_5350	CS(=O)CCCCN=C=S
drug_26293	[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Th+4]
drug_7290	C(C(CCl)O)O
drug_702	CCO
drug_5311194	CCN1C2=CC=CC=C2N(C1=O)[C@@H]3CCN(C[C@H]3CO)CC4CCCCCCC4
drug_127201	CCCCC(=O)OCC(=O)[C@]1(C[C@@H](C2=C(C1)C(=C3C(=C2O)C(=O)C4=C(C3=O)C=CC=C4OC)O)O[C@H]5C[C@@H]([C@@H]([C@@H](O5)C)O)NCC6=CC=CC=C6)O
drug_132991	CC(C)C[C@@H](C(=O)N[C@H](CC1=CN(C2=CC=CC=C21)C)C(=O)N[C@H](CC3=CC=C(C=C3)O)C(=O)O)NC(=O)N4CCCCCC4
drug_170295	CCC(CCC(C)O)COC(=O)C1=CC=CC=C1C(=O)O
drug_2800	CCN(CC)CCOC1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Cl)C3=CC=CC=C3
drug_91550	C1C(O1)C(=O)N
drug_135398604	C1C(=NC2=C(N1)N=C(NC2=O)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O
drug_5328	CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N
drug_6076	C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)O
drug_637578	CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C3=CC=CC=C3
drug_4604	C1(=NC(=O)NC(=O)N1)C(=O)O
drug_135659062	CN(C)CC1=CC(=CC=C1)N=C(C2=CC=CC=C2)C3=C(NC4=C3C=CC(=C4)C(=O)N(C)C)O
drug_64929	CC(C)(C(=O)O)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl
drug_3038498	CC(C)C1=C(C(=CC=C1)C(C)C)OCOP(=O)(O)O
drug_73672	CCC(C)(CC)C1=NOC(=C1)NC(=O)C2=C(C=CC=C2OC)OC
drug_5310987	C(/C=C/C(=O)O)N
drug_75227	C=CN1CCCCCC1=O
drug_52919	CCCCCCCCCC(=O)OC1(CCN(CC1)CCCC(=O)C2=CC=C(C=C2)F)C3=CC=C(C=C3)Cl
drug_26176	CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl
drug_4033	CN(CCCl)CCCl
drug_9976892	C1CC(C1)N2CCC3=C(CC2)C=C(C=C3)OC4=NC=C(C=C4)N5CCCC5=O
drug_135538342	COC1=C(C=CC(=C1)/C=N\NC(=O)C2=CC=NC=C2)O
drug_60842	C1=CC=C(C=C1)CCCCCCCCC2=CC=CC=C2[C@H]([C@H](C(=O)O)O)SCCC(=O)O
drug_159269	CC1=CN(C(=O)NC1=O)[C@@H]2C[C@H]([C@@H](O2)CO)O
drug_7465	CC(C)C1=CC=C(C=C1)O
drug_16248	CC1=CC(=CC(=C1SC)C)OC(=O)NC
drug_27461	C(CN(CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-].[Na+].[Fe+3]
drug_5280613	CCCCCCCCCCCCC/C=C/[C@H]([C@H](COP(=O)(O)OCC[N+](C)(C)C)N)O
drug_5291	CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5
drug_188803	CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O
drug_126688	CC1=C(SC(=N1)N)CCN
drug_213040	C1CN(CCN1CC(COC2=CC=CC3=C2C=CC=N3)O)C(=O)C(C4=CC=CC=C4)C5=CC=CC=C5
drug_9854496	CCCCCC(=O)O[C@H]1C[C@@H]2[C@@](CO2)([C@@H]3[C@@]1(C(=O)[C@@H](C4=C([C@H](C[C@@]([C@H]3OC(=O)C5=CC=CC=C5)(C4(C)C)O)OC(=O)[C@@H]([C@H](C6=CC=CC=C6)NC(=O)C7=CC=CC=C7)O)C)OC(=O)C)C)OC(=O)C
drug_2051	COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Cl)OC
drug_760	C(=O)C(=O)O
drug_15173	COC1=CC=CC=C1C=CC=O
drug_68894304	CC(C)(C)[C@@H](C(=O)N)NC(=O)C1=NN(C2=CC=CC=C21)CC3CCCCC3
drug_11676971	CN(C)CC(=O)N1CCC(CC1)C2=CC(=C(C=C2)NC(=O)C3=NC=C(N3)C#N)C4=CCCCC4
drug_638014	CC1=C(C(CCC1)(C)C)/C=C/C(=O)C
drug_7434	C1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
drug_84029	CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)O)(C)O
drug_7469	CC(=O)C1=CC=C(C=C1)O
drug_23427	C1=CC=C(C=C1)[Se](=O)O
drug_2723816	CCC(=O)[O-].[Na+]
drug_72310	COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)OC)O)OC
drug_250457	C[C@@H]1CC2=CC(=O)CCC2[C@@H]3[C@@H]1[C@@H]4CC[C@@H]([C@]4(CC3)C)OC(=O)C
drug_443605	C[C@H]1[C@@H]([C@](C[C@H]([C@]2([C@H]3[C@@]1(CCC2C)CCC3=O)C)OC(=O)CSC(C)(C)CNC(=O)C(C(C)C)N)(C)C=C)O
drug_2680	C1CC(CCC1CN)C(=O)OC2=CC=C(C=C2)CCC(=O)O
drug_517957	C(#N)C(=O)C#N
drug_75704	C(CCCC=O)CCCC(=O)O
drug_51042438	CN1C(=C(C=N1)Cl)C2=C(OC(=C2)C(=O)N[C@@H](CC3=CC(=C(C=C3)F)F)CN)Cl
drug_70689311	CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@@]\4([C@H]([C@@H]5[C@]6([C@@]([C@@H](C(=N6)/C(=C\7/[C@@]([C@@H](C(=N7)/C=C\8/C([C@@H](C(=N8)/C(=C4\[N-]5)/C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)/C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.O.[Co+2]
drug_5311007	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NC1CC1
drug_72340	C[C@H]1[C@@H]2CN3CCC4=C([C@@H]3C[C@@H]2C(=CO1)C(=O)OC)NC5=CC=CC=C45
drug_135402009	C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
drug_5311054	CCC(C)CCCC(=O)N[C@@H](CCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC1=O)CCN)CC(C)C)CC(C)C)CCN)CCN)[C@@H](C)O
drug_2797	CC(C)(C(=O)O)OC1=CC=C(C=C1)Cl
drug_12788231	CCCCCCCC(C)(C)C1=CC(=C(C=C1)[C@@H]2CCC[C@@H](C2)O)O
drug_9886917	CCC1=C(C2=C(N1CC3=CC=CC=C3)C=CC=C2OCC(=O)OC)C(=O)C(=O)N
drug_5311382	CCN(CC)CCOC1=CC=C(C=C1)NC2=NC=C3C=C(C(=O)N(C3=N2)C)C4=C(C=CC=C4Cl)Cl
drug_1176	C(=O)(N)N
drug_441341	CC[C@H](C(=O)N)N1CCCC1=O
drug_52988259	CCNC(C)C(=O)C1=CC=C(C=C1)C
drug_8768	C1=CC(=C(C=C1C=O)O)O
drug_163463	C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)C)(C)C(=O)O.[Zn]
drug_86280454	CC1=CN=C(N=C1C2=CC=C(C=C2)N(CC3=CC=C(C=C3)CNC(=O)C(F)F)C(=O)C4=C(C=C(C=C4)O)O)Cl
drug_4125253	C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC(C(C(C(C=O)O)O)O)O)O)O)O)O)O)O)O
drug_6324	CC
drug_123134263	CC[C@@H]1C(=O)N(CC(=O)N([C@@H](C(=O)N[C@@H](C(=O)N([C@@H](C(=O)N[C@@H](C(=O)NC(C(=O)N([C@@H](C(=O)N([C@@H](C(=O)N([C@@H](C(=O)N(C(C(=O)N1)C([C@@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C
drug_444732	C[C@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C
drug_15353	C(C(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-])O
drug_155166	C1=C(C(=CC(=C1Br)Br)Br)OC2=CC(=C(C=C2Br)Br)Br
drug_90457052	CC1=C(COC1=O)N2CCC3(C2=O)CCN(CC3F)C(=O)OC(C)(C)C
drug_45358158	CC[C@@]1(C[C@@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7[C@@](C=CC9)([C@H]([C@@](C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O
drug_5639	CN1C(=CC(=O)N(C1=O)C)NCCCN2CCN(CC2)C3=CC=CC=C3OC
drug_5363807	CC1/C=C(\C(=O)OC2CC[N+]3(C2(C(=CC3)COC(=O)C1(C)OC(=O)C)O)C)/C=C
drug_21233	C[N+]1(CCC2=CC(=C3C=C2[C@@H]1CC4=CC=C(C=C4)OC5=C6[C@@H](CC7=CC(=C(C=C7)OC)O3)[N+](CCC6=CC(=C5OC)OC)(C)C)OC)C
drug_50900942	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H](CO[C@H]2OC(=O)[C@]34CCC(C[C@H]3C5=CC[C@H]6[C@]([C@@]5(C[C@H]4O)C)(CC[C@@H]7[C@@]6(C[C@@H]([C@@H](C7(CO)CO)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)O)O)C)C)(C)C)O)O)O)O)O[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O)O
drug_6918540	CCC(CC)CC1(CCCCC1)C(=O)NC2=CC=CC=C2SC(=O)C(C)C
drug_444031	C1CN(C[C@@H]1C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N)CCC4=CC5=C(C=C4)OCC5
drug_5280436	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)C(F)(F)F
drug_86132	CC(C1CC1)C(CN2C=NC=N2)(C3=CC=C(C=C3)Cl)O
drug_14814	O=[V](=O)O[V](=O)=O
drug_53000	C1=CC(=CC=C1C(=O)O)OCCN2C=CN=C2.Cl
drug_53359	CN(CC(=O)O)C(=S)C1=CC=CC2=C1C=CC(=C2C(F)(F)F)OC
drug_38276	CC1C(C(CC(O1)OC2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)O)O)(C(=O)C)O)N)O
drug_9935639	CCOC(=O)[C@H](CC1=CC=C(C=C1)F)NC(=O)[C@H](CC2=CC=C(C=C2)N(CCCl)CCCl)N
drug_71544786	CC1=CC=CC=C1C2=CC(=NC=C2N(C)C(=O)C(C)(C)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)N4CC[N+](CC4)(C)COP(=O)(O)[O-]
drug_135449328	COCC(=O)NC1=C(C=CC(=C1)SC2=CC=CC=C2)N=C(NC(=O)OC)NC(=O)OC
drug_91466	C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1
drug_37497	CCCN(CC)C(CC)C(=O)NC1=C(C=CC=C1C)C
drug_8186	CCCCCCCCCCC=O
drug_5125	CCCCSP(=O)(SCCCC)SCCCC
drug_3035905	C1CCC(CC1)NC(=S)N2CCC(CC2)C3=CN=CN3
drug_7594	C1=CC=C(C=C1)NC(=NC2=CC=CC=C2)N
drug_20055089	CCN1[C@@H]2CC[C@H]1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4
drug_11250647	CC1=C(C(=O)N(C(=O)N1CC2=C(C=CC=C2F)C(F)(F)F)C[C@@H](C3=CC=CC=C3)NCCCC(=O)O)C4=C(C(=CC=C4)OC)F
drug_114943	C1C[N+]2=CC3=CC=CC=C3C=C2C4=CC=CC=C41
drug_16132376	CCC(C)C(C(=O)NC(CCCNC(=N)N)C(=O)NC(CC(C(=O)O)C(=O)O)C(=O)NC(CCCCN)C(=O)NC(CO)C(=O)NC(CC(=O)N)C(=O)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C(=O)O)C(=O)O)NC(=O)C(CCC(=O)N)NC(=O)C(CC(=O)N)NC(=O)C(CC(C(=O)O)C(=O)O)NC(=O)C(CCC(=O)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C(=O)O)C(=O)O)NC(=O)C(CC(C(=O)O)C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)CN
drug_5284607	CC1=C(C(=O)C2=CC=CC=C2C1=O)C/C=C(\C)/CCC[C@H](C)CCC[C@H](C)CCCC(C)C
drug_5391	CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3
drug_24813	O=P(Cl)(Cl)Cl
drug_5501	CCOC(=O)NNC1=NN=CC2=CC=CC=C21
drug_12053	CC(C)(C1=CC=CC=C1)O
drug_5702160	C1=C(N=C(S1)N=C(N)N)CSCC/C(=N/S(=O)(=O)N)/N
drug_9959243	CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4.CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4.O
drug_11434515	C1C[N+]2(CCC1[C@H](C2)OC(=O)C(C3=CC=CS3)(C4=CC=CS4)O)CCCOC5=CC=CC=C5
drug_21492	C(COC(=O)N)O
drug_68570	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@H]2O)CCC4=C3C=CC(=C4)O
drug_9859662	C\1CN(C(=O)/C1=C\C2=CC3=C(C=C2)OCO3)C=O
drug_13195	CC1=CN=CN1
drug_2336	C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3
drug_6604887	C[C@@H](CN1CCC(CC1)CC2=CC=CC=C2)[C@H](C3=CC=C(C=C3)O)O
drug_135401907	C1=NNC2=C1C(=O)NC=N2
drug_4548	CCCCCCCCCCCCC(=O)N1CCCCC1CNC(=O)C(CCCCN)N
drug_61363	CCN(CC1=CC(=CC=C1)S(=O)(=O)[O-])C2=CC(=C(C=C2)C(=C3C=CC(=[N+](CC)CC4=CC(=CC=C4)S(=O)(=O)[O-])C=C3C)C5=CC=C(C=C5)NC6=CC=C(C=C6)OCC)C.[Na+]
drug_5288674	C[C@H]1C[C@@H]([C@@H]([C@H](/C=C(/[C@@H]([C@H](/C=C\C=C(\C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCCN(C)C)/C)OC)OC(=O)N)\C)C)O)OC
drug_1678	C(C[N+](=O)[O-])C(=O)O
drug_71391	CC1C(=O)OC(C(=O)O1)C.C1C(=O)OCC(=O)O1
drug_11421	C1=CC(=O)C(=O)C=C1
drug_68909	CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2OC(F)F)C(=O)OC
drug_5310960	CCCN1C=C2C(=N1)N=C(N3C2=NC(=N3)C4=CC=CO4)NC(=O)NC5=CC=C(C=C5)OC
drug_5311481	C1[C@H](N(CC2=CC=CC=C21)C(=O)[C@H](CC3=CC=C(C=C3)O)N)CN[C@@H](CC4=CC=CC=C4)C(=O)N[C@@H](CC5=CC=CC=C5)C(=O)O
drug_6507	CCCCOC(=O)CC(CC(=O)OCCCC)(C(=O)OCCCC)O
drug_5281643	C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)O)O
drug_39327	CCOC1=C(C=CC(=C1)OC2=C(C=C(C=C2)C(F)(F)F)Cl)[N+](=O)[O-]
drug_114682	C1=CN(C(=O)N=C1N)C2[C@H]([C@@H]([C@H](O2)CO)O)O
drug_15965	C1(=C(C(=NC(=C1Cl)Cl)C(=O)O)Cl)N
drug_16533	CCCCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)C(=O)CO
drug_20469	C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)Cl)C
drug_6436173	C[C@H]1/C=C/C=C(\C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)/C
